employee_id,project_id,assigned_date,tasks_assigned,tasks_completed,task_quality_score,productivity_score,remarks
NL-231,20,2024-03-01,8,7,1.74,1.52,Performance Improvement Plan
NL-231,20,2024-04-01,10,4,4.69,1.88,Performance Improvement Plan
NL-231,20,2024-05-01,5,5,4.34,4.34,Outstanding Contributor
NL-231,20,2024-07-01,5,5,0.48,0.48,Critical Underperformance
NL-231,20,2024-08-01,10,8,0.79,0.63,Critical Underperformance
NL-231,20,2024-10-01,9,4,4.4,1.96,Performance Improvement Plan
NL-231,20,2024-11-01,5,2,3.26,1.3,Performance Improvement Plan
NL-231,20,2025-01-01,4,3,0.97,0.73,Critical Underperformance
NL-235,28,2024-03-01,9,9,0.6,0.6,Critical Underperformance
NL-235,28,2024-04-01,7,3,1.53,0.66,Critical Underperformance
NL-235,28,2024-05-01,10,7,3.9,2.73,Needs Closer Monitoring
NL-235,28,2024-07-01,9,5,1.02,0.57,Critical Underperformance
NL-235,28,2024-08-01,3,3,2.94,2.94,Needs Closer Monitoring
NL-235,28,2024-10-01,6,3,1.45,0.72,Critical Underperformance
NL-235,28,2024-11-01,5,5,0.1,0.1,Critical Underperformance
NL-235,28,2025-01-01,4,3,2.08,1.56,Performance Improvement Plan
NL-242,8,2024-03-01,10,5,2.7,1.35,Performance Improvement Plan
NL-242,8,2024-04-01,3,2,0.23,0.15,Critical Underperformance
NL-242,8,2024-05-01,5,3,3.64,2.18,Needs Closer Monitoring
NL-242,8,2024-07-01,5,5,1.52,1.52,Performance Improvement Plan
NL-242,8,2024-08-01,7,6,0.43,0.37,Critical Underperformance
NL-242,8,2024-10-01,6,5,1.52,1.27,Performance Improvement Plan
NL-242,8,2024-11-01,6,5,2.95,2.46,Needs Closer Monitoring
NL-242,8,2025-01-01,6,6,4.47,4.47,Outstanding Contributor
NL-243,19,2024-03-01,8,8,3.33,3.33,Consistently Effective
NL-243,19,2024-04-01,8,4,1.25,0.62,Critical Underperformance
NL-243,19,2024-05-01,3,2,4.89,3.26,Consistently Effective
NL-243,19,2024-07-01,6,5,2.64,2.2,Needs Closer Monitoring
NL-243,19,2024-08-01,4,3,4.35,3.26,Consistently Effective
NL-243,19,2024-10-01,5,5,4.17,4.17,Outstanding Contributor
NL-243,19,2024-11-01,7,5,1.62,1.16,Performance Improvement Plan
NL-243,19,2025-01-01,8,3,2.8,1.05,Performance Improvement Plan
NL-245,19,2024-03-01,5,2,1.96,0.78,Critical Underperformance
NL-245,19,2024-04-01,7,4,4.02,2.3,Needs Closer Monitoring
NL-245,19,2024-05-01,4,3,1.3,0.98,Critical Underperformance
NL-245,19,2024-07-01,3,3,1.41,1.41,Performance Improvement Plan
NL-245,19,2024-08-01,10,4,4.7,1.88,Performance Improvement Plan
NL-245,19,2024-10-01,9,2,1.75,0.39,Critical Underperformance
NL-245,19,2024-11-01,7,3,2.67,1.14,Performance Improvement Plan
NL-245,19,2025-01-01,3,3,3.61,3.61,Consistently Effective
NL-247,7,2024-03-01,9,3,0.51,0.17,Critical Underperformance
NL-247,7,2024-04-01,3,2,1.82,1.21,Performance Improvement Plan
NL-247,7,2024-05-01,8,5,2.2,1.38,Performance Improvement Plan
NL-247,7,2024-07-01,6,6,0.37,0.37,Critical Underperformance
NL-247,7,2024-08-01,7,4,1.47,0.84,Critical Underperformance
NL-247,7,2024-10-01,10,8,0.23,0.18,Critical Underperformance
NL-247,7,2024-11-01,4,2,2.57,1.28,Performance Improvement Plan
NL-247,7,2025-01-01,10,2,2.67,0.53,Critical Underperformance
NL-248,6,2024-03-01,10,10,1.15,1.15,Performance Improvement Plan
NL-248,6,2024-04-01,9,7,0.05,0.04,Critical Underperformance
NL-248,6,2024-05-01,4,4,1.47,1.47,Performance Improvement Plan
NL-248,6,2024-07-01,5,3,3.82,2.29,Needs Closer Monitoring
NL-248,6,2024-08-01,5,4,0.64,0.51,Critical Underperformance
NL-248,6,2024-10-01,4,3,0.67,0.5,Critical Underperformance
NL-248,6,2024-11-01,7,2,1.92,0.55,Critical Underperformance
NL-248,6,2025-01-01,10,4,1.43,0.57,Critical Underperformance
NL-249,20,2024-03-01,8,6,1.14,0.85,Critical Underperformance
NL-249,20,2024-04-01,3,3,3.23,3.23,Consistently Effective
NL-249,20,2024-05-01,3,2,2.11,1.41,Performance Improvement Plan
NL-249,20,2024-07-01,7,4,0.76,0.43,Critical Underperformance
NL-249,20,2024-08-01,10,3,1.45,0.43,Critical Underperformance
NL-249,20,2024-10-01,4,4,4.1,4.1,Outstanding Contributor
NL-249,20,2024-11-01,8,6,1.17,0.88,Critical Underperformance
NL-249,20,2025-01-01,5,2,1.97,0.79,Critical Underperformance
NL-252,27,2024-03-01,7,5,0.6,0.43,Critical Underperformance
NL-252,27,2024-04-01,8,5,0.06,0.04,Critical Underperformance
NL-252,27,2024-05-01,7,4,0.72,0.41,Critical Underperformance
NL-252,27,2024-07-01,3,3,2.69,2.69,Needs Closer Monitoring
NL-252,27,2024-08-01,9,9,1.76,1.76,Performance Improvement Plan
NL-252,27,2024-10-01,4,2,3.41,1.71,Performance Improvement Plan
NL-252,27,2024-11-01,10,10,3.35,3.35,Consistently Effective
NL-252,27,2025-01-01,9,6,3.49,2.33,Needs Closer Monitoring
NLI-037,23,2024-03-01,3,3,0.55,0.55,Critical Underperformance
NLI-037,23,2024-04-01,3,3,0.77,0.77,Critical Underperformance
NLI-037,23,2024-05-01,10,6,0.25,0.15,Critical Underperformance
NLI-037,23,2024-07-01,10,7,1.96,1.37,Performance Improvement Plan
NLI-037,23,2024-08-01,10,4,4.59,1.84,Performance Improvement Plan
NLI-037,23,2024-10-01,10,2,1.67,0.33,Critical Underperformance
NLI-037,23,2024-11-01,5,5,4.89,4.89,Outstanding Contributor
NLI-037,23,2025-01-01,8,3,3.46,1.3,Performance Improvement Plan
NL-254,9,2024-03-01,3,2,1.91,1.27,Performance Improvement Plan
NL-254,9,2024-04-01,4,4,3.78,3.78,Consistently Effective
NL-254,9,2024-05-01,6,4,2.58,1.72,Performance Improvement Plan
NL-254,9,2024-07-01,6,2,4.0,1.33,Performance Improvement Plan
NL-254,9,2024-08-01,9,3,2.44,0.81,Critical Underperformance
NL-254,9,2024-10-01,8,3,4.76,1.78,Performance Improvement Plan
NL-254,9,2024-11-01,4,3,2.52,1.89,Performance Improvement Plan
NL-254,9,2025-01-01,8,6,2.17,1.63,Performance Improvement Plan
NL-255,1,2024-03-01,6,2,0.03,0.01,Critical Underperformance
NL-255,1,2024-04-01,8,6,4.42,3.31,Consistently Effective
NL-255,1,2024-05-01,3,3,4.67,4.67,Outstanding Contributor
NL-255,1,2024-07-01,10,4,3.43,1.37,Performance Improvement Plan
NL-255,1,2024-08-01,3,3,3.76,3.76,Consistently Effective
NL-255,1,2024-10-01,4,3,4.55,3.41,Consistently Effective
NL-255,1,2024-11-01,5,5,2.31,2.31,Needs Closer Monitoring
NL-255,1,2025-01-01,6,3,2.31,1.16,Performance Improvement Plan
NL-258,14,2024-03-01,7,7,1.61,1.61,Performance Improvement Plan
NL-258,14,2024-04-01,4,3,0.18,0.14,Critical Underperformance
NL-258,14,2024-05-01,7,6,4.41,3.78,Consistently Effective
NL-258,14,2024-07-01,5,5,2.99,2.99,Needs Closer Monitoring
NL-258,14,2024-08-01,5,2,1.91,0.76,Critical Underperformance
NL-258,14,2024-10-01,6,6,3.7,3.7,Consistently Effective
NL-258,14,2024-11-01,10,5,3.65,1.82,Performance Improvement Plan
NL-258,14,2025-01-01,9,3,1.75,0.58,Critical Underperformance
NL-262,25,2024-03-01,7,4,3.51,2.01,Needs Closer Monitoring
NL-262,25,2024-04-01,3,3,1.27,1.27,Performance Improvement Plan
NL-262,25,2024-05-01,10,9,2.45,2.21,Needs Closer Monitoring
NL-262,25,2024-07-01,3,2,4.96,3.31,Consistently Effective
NL-262,25,2024-08-01,7,4,0.17,0.1,Critical Underperformance
NL-262,25,2024-10-01,5,3,2.15,1.29,Performance Improvement Plan
NL-262,25,2024-11-01,6,2,4.71,1.57,Performance Improvement Plan
NL-262,25,2025-01-01,4,2,3.92,1.96,Performance Improvement Plan
NL-267,26,2024-03-01,10,8,4.12,3.3,Consistently Effective
NL-267,26,2024-04-01,3,3,3.97,3.97,Consistently Effective
NL-267,26,2024-05-01,9,8,3.04,2.7,Needs Closer Monitoring
NL-267,26,2024-07-01,6,5,2.93,2.44,Needs Closer Monitoring
NL-267,26,2024-08-01,10,8,3.43,2.74,Needs Closer Monitoring
NL-267,26,2024-10-01,8,5,2.96,1.85,Performance Improvement Plan
NL-267,26,2024-11-01,9,7,4.69,3.65,Consistently Effective
NL-267,26,2025-01-01,7,2,4.67,1.33,Performance Improvement Plan
NL-269,20,2024-03-01,8,7,4.48,3.92,Consistently Effective
NL-269,20,2024-04-01,9,5,0.47,0.26,Critical Underperformance
NL-269,20,2024-05-01,10,6,3.0,1.8,Performance Improvement Plan
NL-269,20,2024-07-01,5,3,3.96,2.38,Needs Closer Monitoring
NL-269,20,2024-08-01,4,3,1.57,1.18,Performance Improvement Plan
NL-269,20,2024-10-01,4,3,1.6,1.2,Performance Improvement Plan
NL-269,20,2024-11-01,5,5,0.65,0.65,Critical Underperformance
NL-269,20,2025-01-01,9,7,2.14,1.66,Performance Improvement Plan
NL-272,18,2024-03-01,6,4,1.55,1.03,Performance Improvement Plan
NL-272,18,2024-04-01,7,7,3.86,3.86,Consistently Effective
NL-272,18,2024-05-01,6,2,0.3,0.1,Critical Underperformance
NL-272,18,2024-07-01,10,10,1.56,1.56,Performance Improvement Plan
NL-272,18,2024-08-01,6,4,4.82,3.21,Consistently Effective
NL-272,18,2024-10-01,8,7,3.1,2.71,Needs Closer Monitoring
NL-272,18,2024-11-01,9,5,0.03,0.02,Critical Underperformance
NL-272,18,2025-01-01,10,9,4.16,3.74,Consistently Effective
NL-274,2,2024-03-01,3,2,4.36,2.91,Needs Closer Monitoring
NL-274,2,2024-04-01,9,4,3.26,1.45,Performance Improvement Plan
NL-274,2,2024-05-01,3,2,0.02,0.01,Critical Underperformance
NL-274,2,2024-07-01,3,3,1.09,1.09,Performance Improvement Plan
NL-274,2,2024-08-01,10,7,0.2,0.14,Critical Underperformance
NL-274,2,2024-10-01,6,6,0.13,0.13,Critical Underperformance
NL-274,2,2024-11-01,7,5,2.64,1.89,Performance Improvement Plan
NL-274,2,2025-01-01,9,5,2.75,1.53,Performance Improvement Plan
NL-278,13,2024-03-01,9,5,4.74,2.63,Needs Closer Monitoring
NL-278,13,2024-04-01,6,5,0.29,0.24,Critical Underperformance
NL-278,13,2024-05-01,4,3,2.23,1.67,Performance Improvement Plan
NL-278,13,2024-07-01,10,6,1.0,0.6,Critical Underperformance
NL-278,13,2024-08-01,5,3,2.17,1.3,Performance Improvement Plan
NL-278,13,2024-10-01,3,2,3.82,2.55,Needs Closer Monitoring
NL-278,13,2024-11-01,10,7,1.72,1.2,Performance Improvement Plan
NL-278,13,2025-01-01,3,2,0.79,0.53,Critical Underperformance
NL-279,2,2024-03-01,9,2,2.67,0.59,Critical Underperformance
NL-279,2,2024-04-01,5,3,1.06,0.64,Critical Underperformance
NL-279,2,2024-05-01,3,3,3.96,3.96,Consistently Effective
NL-279,2,2024-07-01,6,4,0.8,0.53,Critical Underperformance
NL-279,2,2024-08-01,6,4,2.06,1.37,Performance Improvement Plan
NL-279,2,2024-10-01,9,4,3.79,1.68,Performance Improvement Plan
NL-279,2,2024-11-01,7,6,0.51,0.44,Critical Underperformance
NL-279,2,2025-01-01,7,6,3.66,3.14,Consistently Effective
NL-281,22,2024-03-01,6,4,3.05,2.03,Needs Closer Monitoring
NL-281,22,2024-04-01,10,2,3.31,0.66,Critical Underperformance
NL-281,22,2024-05-01,3,3,3.49,3.49,Consistently Effective
NL-281,22,2024-07-01,10,10,4.37,4.37,Outstanding Contributor
NL-281,22,2024-08-01,4,3,1.5,1.12,Performance Improvement Plan
NL-281,22,2024-10-01,5,3,3.24,1.94,Performance Improvement Plan
NL-281,22,2024-11-01,8,4,3.18,1.59,Performance Improvement Plan
NL-281,22,2025-01-01,4,4,0.59,0.59,Critical Underperformance
NL-283,23,2024-03-01,5,2,3.47,1.39,Performance Improvement Plan
NL-283,23,2024-04-01,6,6,4.25,4.25,Outstanding Contributor
NL-283,23,2024-05-01,9,5,0.19,0.11,Critical Underperformance
NL-283,23,2024-07-01,10,9,0.32,0.29,Critical Underperformance
NL-283,23,2024-08-01,6,5,1.27,1.06,Performance Improvement Plan
NL-283,23,2024-10-01,3,2,2.95,1.97,Performance Improvement Plan
NL-283,23,2024-11-01,10,8,4.33,3.46,Consistently Effective
NL-283,23,2025-01-01,10,2,1.15,0.23,Critical Underperformance
NL-284,9,2024-03-01,5,5,2.27,2.27,Needs Closer Monitoring
NL-284,9,2024-04-01,10,10,3.7,3.7,Consistently Effective
NL-284,9,2024-05-01,6,3,3.95,1.98,Performance Improvement Plan
NL-284,9,2024-07-01,8,7,0.26,0.23,Critical Underperformance
NL-284,9,2024-08-01,10,3,3.0,0.9,Critical Underperformance
NL-284,9,2024-10-01,4,2,2.64,1.32,Performance Improvement Plan
NL-284,9,2024-11-01,6,6,1.53,1.53,Performance Improvement Plan
NL-284,9,2025-01-01,6,5,4.82,4.02,Outstanding Contributor
NL-285,17,2024-03-01,6,2,2.05,0.68,Critical Underperformance
NL-285,17,2024-04-01,10,8,1.49,1.19,Performance Improvement Plan
NL-285,17,2024-05-01,10,4,3.01,1.2,Performance Improvement Plan
NL-285,17,2024-07-01,9,3,1.98,0.66,Critical Underperformance
NL-285,17,2024-08-01,6,3,4.77,2.38,Needs Closer Monitoring
NL-285,17,2024-10-01,4,4,2.08,2.08,Needs Closer Monitoring
NL-285,17,2024-11-01,10,9,1.23,1.11,Performance Improvement Plan
NL-285,17,2025-01-01,4,3,2.45,1.84,Performance Improvement Plan
NL-286,10,2024-03-01,8,7,4.88,4.27,Outstanding Contributor
NL-286,10,2024-04-01,10,7,0.54,0.38,Critical Underperformance
NL-286,10,2024-05-01,5,2,4.83,1.93,Performance Improvement Plan
NL-286,10,2024-07-01,5,3,1.52,0.91,Critical Underperformance
NL-286,10,2024-08-01,10,8,3.06,2.45,Needs Closer Monitoring
NL-286,10,2024-10-01,7,3,4.39,1.88,Performance Improvement Plan
NL-286,10,2024-11-01,4,4,2.37,2.37,Needs Closer Monitoring
NL-286,10,2025-01-01,7,6,2.2,1.89,Performance Improvement Plan
NL-288,3,2024-03-01,10,5,3.34,1.67,Performance Improvement Plan
NL-288,3,2024-04-01,10,9,3.17,2.85,Needs Closer Monitoring
NL-288,3,2024-05-01,10,9,4.9,4.41,Outstanding Contributor
NL-288,3,2024-07-01,10,10,1.99,1.99,Performance Improvement Plan
NL-288,3,2024-08-01,9,7,1.49,1.16,Performance Improvement Plan
NL-288,3,2024-10-01,6,6,1.81,1.81,Performance Improvement Plan
NL-288,3,2024-11-01,10,8,4.54,3.63,Consistently Effective
NL-288,3,2025-01-01,6,6,3.96,3.96,Consistently Effective
NL-289,19,2024-03-01,8,6,2.17,1.63,Performance Improvement Plan
NL-289,19,2024-04-01,7,6,2.17,1.86,Performance Improvement Plan
NL-289,19,2024-05-01,6,2,2.91,0.97,Critical Underperformance
NL-289,19,2024-07-01,4,4,3.4,3.4,Consistently Effective
NL-289,19,2024-08-01,3,2,2.54,1.69,Performance Improvement Plan
NL-289,19,2024-10-01,3,2,3.57,2.38,Needs Closer Monitoring
NL-289,19,2024-11-01,10,5,1.3,0.65,Critical Underperformance
NL-289,19,2025-01-01,5,2,4.33,1.73,Performance Improvement Plan
NL-291,6,2024-03-01,10,8,2.52,2.02,Needs Closer Monitoring
NL-291,6,2024-04-01,6,6,3.29,3.29,Consistently Effective
NL-291,6,2024-05-01,5,3,2.85,1.71,Performance Improvement Plan
NL-291,6,2024-07-01,6,4,1.13,0.75,Critical Underperformance
NL-291,6,2024-08-01,5,5,2.47,2.47,Needs Closer Monitoring
NL-291,6,2024-10-01,4,3,4.55,3.41,Consistently Effective
NL-291,6,2024-11-01,8,4,4.97,2.48,Needs Closer Monitoring
NL-291,6,2025-01-01,10,2,4.73,0.95,Critical Underperformance
NL-295,24,2024-03-01,7,2,2.27,0.65,Critical Underperformance
NL-295,24,2024-04-01,5,5,4.68,4.68,Outstanding Contributor
NL-295,24,2024-05-01,3,3,1.58,1.58,Performance Improvement Plan
NL-295,24,2024-07-01,7,4,1.34,0.77,Critical Underperformance
NL-295,24,2024-08-01,9,7,0.23,0.18,Critical Underperformance
NL-295,24,2024-10-01,3,2,4.53,3.02,Consistently Effective
NL-295,24,2024-11-01,6,3,1.27,0.64,Critical Underperformance
NL-295,24,2025-01-01,3,3,4.6,4.6,Outstanding Contributor
NL-299,14,2024-03-01,7,3,3.81,1.63,Performance Improvement Plan
NL-299,14,2024-04-01,8,4,4.4,2.2,Needs Closer Monitoring
NL-299,14,2024-05-01,4,2,1.48,0.74,Critical Underperformance
NL-299,14,2024-07-01,3,3,3.29,3.29,Consistently Effective
NL-299,14,2024-08-01,4,2,0.32,0.16,Critical Underperformance
NL-299,14,2024-10-01,4,4,3.51,3.51,Consistently Effective
NL-299,14,2024-11-01,3,2,2.48,1.65,Performance Improvement Plan
NL-299,14,2025-01-01,7,6,3.37,2.89,Needs Closer Monitoring
NL-300,7,2024-03-01,9,5,2.16,1.2,Performance Improvement Plan
NL-300,7,2024-04-01,8,6,3.52,2.64,Needs Closer Monitoring
NL-300,7,2024-05-01,6,4,3.54,2.36,Needs Closer Monitoring
NL-300,7,2024-07-01,6,2,1.93,0.64,Critical Underperformance
NL-300,7,2024-08-01,10,9,4.65,4.19,Outstanding Contributor
NL-300,7,2024-10-01,3,3,1.62,1.62,Performance Improvement Plan
NL-300,7,2024-11-01,8,6,3.5,2.62,Needs Closer Monitoring
NL-300,7,2025-01-01,6,2,4.61,1.54,Performance Improvement Plan
NLI-041,20,2024-03-01,10,9,3.92,3.53,Consistently Effective
NLI-041,20,2024-04-01,5,3,2.32,1.39,Performance Improvement Plan
NLI-041,20,2024-05-01,3,2,3.72,2.48,Needs Closer Monitoring
NLI-041,20,2024-07-01,6,3,2.41,1.21,Performance Improvement Plan
NLI-041,20,2024-08-01,7,5,0.86,0.61,Critical Underperformance
NLI-041,20,2024-10-01,6,3,2.06,1.03,Performance Improvement Plan
NLI-041,20,2024-11-01,8,7,1.42,1.24,Performance Improvement Plan
NLI-041,20,2025-01-01,3,2,3.43,2.29,Needs Closer Monitoring
NL-302,10,2024-03-01,3,3,2.99,2.99,Needs Closer Monitoring
NL-302,10,2024-04-01,4,2,3.43,1.72,Performance Improvement Plan
NL-302,10,2024-05-01,6,2,0.72,0.24,Critical Underperformance
NL-302,10,2024-07-01,5,4,0.74,0.59,Critical Underperformance
NL-302,10,2024-08-01,6,3,0.53,0.27,Critical Underperformance
NL-302,10,2024-10-01,9,6,0.1,0.07,Critical Underperformance
NL-302,10,2024-11-01,9,2,0.94,0.21,Critical Underperformance
NL-302,10,2025-01-01,5,4,3.46,2.77,Needs Closer Monitoring
NLI-043,12,2024-03-01,6,5,3.0,2.5,Needs Closer Monitoring
NLI-043,12,2024-04-01,9,3,2.28,0.76,Critical Underperformance
NLI-043,12,2024-05-01,3,3,3.08,3.08,Consistently Effective
NLI-043,12,2024-07-01,10,4,1.06,0.42,Critical Underperformance
NLI-043,12,2024-08-01,10,4,2.67,1.07,Performance Improvement Plan
NLI-043,12,2024-10-01,7,3,0.66,0.28,Critical Underperformance
NLI-043,12,2024-11-01,8,3,1.94,0.73,Critical Underperformance
NLI-043,12,2025-01-01,7,5,4.0,2.86,Needs Closer Monitoring
NL-303,24,2024-03-01,8,3,0.65,0.24,Critical Underperformance
NL-303,24,2024-04-01,8,8,1.99,1.99,Performance Improvement Plan
NL-303,24,2024-05-01,6,6,3.16,3.16,Consistently Effective
NL-303,24,2024-07-01,9,9,1.74,1.74,Performance Improvement Plan
NL-303,24,2024-08-01,6,5,3.56,2.97,Needs Closer Monitoring
NL-303,24,2024-10-01,6,6,1.1,1.1,Performance Improvement Plan
NL-303,24,2024-11-01,3,2,2.06,1.37,Performance Improvement Plan
NL-303,24,2025-01-01,5,4,2.5,2.0,Needs Closer Monitoring
NL-305,29,2024-03-01,7,2,1.09,0.31,Critical Underperformance
NL-305,29,2024-04-01,4,4,3.26,3.26,Consistently Effective
NL-305,29,2024-05-01,7,4,2.2,1.26,Performance Improvement Plan
NL-305,29,2024-07-01,3,3,2.14,2.14,Needs Closer Monitoring
NL-305,29,2024-08-01,9,3,0.31,0.1,Critical Underperformance
NL-305,29,2024-10-01,9,2,4.0,0.89,Critical Underperformance
NL-305,29,2024-11-01,4,2,4.84,2.42,Needs Closer Monitoring
NL-305,29,2025-01-01,7,6,3.07,2.63,Needs Closer Monitoring
NLI-045,3,2024-03-01,5,4,4.32,3.46,Consistently Effective
NLI-045,3,2024-04-01,6,3,3.88,1.94,Performance Improvement Plan
NLI-045,3,2024-05-01,8,3,3.76,1.41,Performance Improvement Plan
NLI-045,3,2024-07-01,5,5,0.27,0.27,Critical Underperformance
NLI-045,3,2024-08-01,3,2,5.0,3.33,Consistently Effective
NLI-045,3,2024-10-01,4,2,0.8,0.4,Critical Underperformance
NLI-045,3,2024-11-01,5,2,1.06,0.42,Critical Underperformance
NLI-045,3,2025-01-01,7,5,4.79,3.42,Consistently Effective
NL-306,10,2024-03-01,7,4,3.98,2.27,Needs Closer Monitoring
NL-306,10,2024-04-01,7,5,3.8,2.71,Needs Closer Monitoring
NL-306,10,2024-05-01,10,8,0.63,0.5,Critical Underperformance
NL-306,10,2024-07-01,8,7,2.43,2.13,Needs Closer Monitoring
NL-306,10,2024-08-01,4,2,3.34,1.67,Performance Improvement Plan
NL-306,10,2024-10-01,5,3,4.33,2.6,Needs Closer Monitoring
NL-306,10,2024-11-01,10,8,1.43,1.14,Performance Improvement Plan
NL-306,10,2025-01-01,3,3,3.61,3.61,Consistently Effective
NL-308,1,2024-03-01,8,6,0.31,0.23,Critical Underperformance
NL-308,1,2024-04-01,10,7,2.59,1.81,Performance Improvement Plan
NL-308,1,2024-05-01,9,7,2.85,2.22,Needs Closer Monitoring
NL-308,1,2024-07-01,7,5,1.21,0.86,Critical Underperformance
NL-308,1,2024-08-01,10,4,0.85,0.34,Critical Underperformance
NL-308,1,2024-10-01,9,6,2.96,1.97,Performance Improvement Plan
NL-308,1,2024-11-01,7,5,4.09,2.92,Needs Closer Monitoring
NL-308,1,2025-01-01,6,3,3.25,1.62,Performance Improvement Plan
NL-311,27,2024-03-01,10,4,2.62,1.05,Performance Improvement Plan
NL-311,27,2024-04-01,10,10,4.87,4.87,Outstanding Contributor
NL-311,27,2024-05-01,3,3,4.66,4.66,Outstanding Contributor
NL-311,27,2024-07-01,10,10,4.81,4.81,Outstanding Contributor
NL-311,27,2024-08-01,9,9,4.84,4.84,Outstanding Contributor
NL-311,27,2024-10-01,6,3,3.06,1.53,Performance Improvement Plan
NL-311,27,2024-11-01,8,4,1.56,0.78,Critical Underperformance
NL-311,27,2025-01-01,7,3,1.17,0.5,Critical Underperformance
NLI-046,24,2024-03-01,7,2,1.03,0.29,Critical Underperformance
NLI-046,24,2024-04-01,5,5,4.85,4.85,Outstanding Contributor
NLI-046,24,2024-05-01,8,6,3.02,2.27,Needs Closer Monitoring
NLI-046,24,2024-07-01,3,3,2.99,2.99,Needs Closer Monitoring
NLI-046,24,2024-08-01,10,8,1.82,1.46,Performance Improvement Plan
NLI-046,24,2024-10-01,6,4,3.26,2.17,Needs Closer Monitoring
NLI-046,24,2024-11-01,8,4,3.03,1.51,Performance Improvement Plan
NLI-046,24,2025-01-01,3,2,1.82,1.21,Performance Improvement Plan
NL-316,29,2024-03-01,3,2,0.85,0.57,Critical Underperformance
NL-316,29,2024-04-01,3,2,0.78,0.52,Critical Underperformance
NL-316,29,2024-05-01,5,4,4.85,3.88,Consistently Effective
NL-316,29,2024-07-01,6,5,3.15,2.62,Needs Closer Monitoring
NL-316,29,2024-08-01,10,6,4.02,2.41,Needs Closer Monitoring
NL-316,29,2024-10-01,9,3,0.92,0.31,Critical Underperformance
NL-316,29,2024-11-01,10,3,2.69,0.81,Critical Underperformance
NL-316,29,2025-01-01,5,5,3.25,3.25,Consistently Effective
NL-317,17,2024-03-01,4,3,4.01,3.01,Consistently Effective
NL-317,17,2024-04-01,6,2,1.59,0.53,Critical Underperformance
NL-317,17,2024-05-01,4,3,2.61,1.96,Performance Improvement Plan
NL-317,17,2024-07-01,4,4,1.39,1.39,Performance Improvement Plan
NL-317,17,2024-08-01,5,3,1.34,0.8,Critical Underperformance
NL-317,17,2024-10-01,6,6,0.39,0.39,Critical Underperformance
NL-317,17,2024-11-01,4,4,2.89,2.89,Needs Closer Monitoring
NL-317,17,2025-01-01,5,3,3.41,2.05,Needs Closer Monitoring
NL-319,26,2024-03-01,7,3,3.32,1.42,Performance Improvement Plan
NL-319,26,2024-04-01,6,2,0.95,0.32,Critical Underperformance
NL-319,26,2024-05-01,5,3,1.58,0.95,Critical Underperformance
NL-319,26,2024-07-01,7,3,0.58,0.25,Critical Underperformance
NL-319,26,2024-08-01,9,6,0.37,0.25,Critical Underperformance
NL-319,26,2024-10-01,6,2,0.15,0.05,Critical Underperformance
NL-319,26,2024-11-01,4,4,2.5,2.5,Needs Closer Monitoring
NL-319,26,2025-01-01,7,2,2.36,0.67,Critical Underperformance
NLI-047,10,2024-03-01,10,3,4.71,1.41,Performance Improvement Plan
NLI-047,10,2024-04-01,5,5,2.94,2.94,Needs Closer Monitoring
NLI-047,10,2024-05-01,9,3,3.25,1.08,Performance Improvement Plan
NLI-047,10,2024-07-01,8,5,0.05,0.03,Critical Underperformance
NLI-047,10,2024-08-01,10,5,0.83,0.41,Critical Underperformance
NLI-047,10,2024-10-01,7,2,2.38,0.68,Critical Underperformance
NLI-047,10,2024-11-01,6,3,4.29,2.15,Needs Closer Monitoring
NLI-047,10,2025-01-01,4,4,3.21,3.21,Consistently Effective
NL-320,20,2024-03-01,3,3,3.34,3.34,Consistently Effective
NL-320,20,2024-04-01,4,2,0.53,0.27,Critical Underperformance
NL-320,20,2024-05-01,5,5,2.59,2.59,Needs Closer Monitoring
NL-320,20,2024-07-01,4,2,4.76,2.38,Needs Closer Monitoring
NL-320,20,2024-08-01,7,6,0.44,0.38,Critical Underperformance
NL-320,20,2024-10-01,10,7,1.46,1.02,Performance Improvement Plan
NL-320,20,2024-11-01,4,2,2.91,1.46,Performance Improvement Plan
NL-320,20,2025-01-01,5,4,0.15,0.12,Critical Underperformance
NL-322,12,2024-03-01,8,2,1.26,0.32,Critical Underperformance
NL-322,12,2024-04-01,10,6,4.45,2.67,Needs Closer Monitoring
NL-322,12,2024-05-01,8,5,3.74,2.34,Needs Closer Monitoring
NL-322,12,2024-07-01,3,2,2.0,1.33,Performance Improvement Plan
NL-322,12,2024-08-01,5,4,4.6,3.68,Consistently Effective
NL-322,12,2024-10-01,8,3,1.64,0.61,Critical Underperformance
NL-322,12,2024-11-01,3,2,0.6,0.4,Critical Underperformance
NL-322,12,2025-01-01,10,5,2.06,1.03,Performance Improvement Plan
NL-329,2,2024-03-01,10,10,2.17,2.17,Needs Closer Monitoring
NL-329,2,2024-04-01,8,5,3.73,2.33,Needs Closer Monitoring
NL-329,2,2024-05-01,8,4,3.87,1.94,Performance Improvement Plan
NL-329,2,2024-07-01,6,3,2.11,1.05,Performance Improvement Plan
NL-329,2,2024-08-01,5,3,3.69,2.21,Needs Closer Monitoring
NL-329,2,2024-10-01,10,4,3.34,1.34,Performance Improvement Plan
NL-329,2,2024-11-01,9,4,0.54,0.24,Critical Underperformance
NL-329,2,2025-01-01,7,5,2.67,1.91,Performance Improvement Plan
